类型,书名,出版日期,出版社,现价,原价,折扣,详细说明,图片地址
Go 语言, Go语言编程入门与实战技巧 黄靖钧 Go语言实战Go程序语言开发设计教程web开发实战指南书语言构建Web应用教程Web ,2018-09-01,电子工业出版社,¥75.80,¥79.00,9.6折 ,,https://img3m3.ddimg.cn/69/25/1203846603-1_b_1.jpg
Go 语言, Go语言编程 许式伟 吕桂华 人民邮电出版社 七牛云存储团队执笔正版 6年老店 官方授权 全新正版,2020-08-12,人民邮电出版社,¥47.00,¥48.88,9.62折 ,,https://img3m4.ddimg.cn/80/11/1737007154-1_b_1.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 1 ,2021-12-01,机械工业,¥69.80,¥99.00,7.06折 ,,https://img3m7.ddimg.cn/70/0/11167730017-1_b_1.jpg
Go 语言, Go语言学习笔记 ,2016-07-01,电子工业,¥62.75,¥89.00,7.06折 ,,https://img3m7.ddimg.cn/10/7/11121585067-1_b_1.jpg
Go 语言, Go语言编程之旅 一起用Go做项目 命令行应用 HTTP应用 RPC应用 WebSocket 应用 进程内缓存和 Go语 ,2023-02-14,电子工业出版社,¥73.00,¥108.00,6.76折 ,,https://img3m0.ddimg.cn/52/9/11375811070-1_b_2.jpg
Go 语言, Go语言核心编程【满额立减 放心购买】 【满额立减 下单速发 可开发票 正版图书】,2018-09-01,电子工业出版社,¥20.39,¥110.84,1.84折 ,,https://img3m9.ddimg.cn/38/25/632391149-1_b_4.jpg
Go 语言, Go语言机器学习实战/机器学习系列 ,2023-03-23,机械工业出版社,¥58.70,¥79.00,7.44折 ,,https://img3m4.ddimg.cn/4/30/11453095174-1_b_1.jpg
Go 语言, Go语言入门经典 ,2018-08-01,人民邮电,¥41.60,¥59.00,7.06折 ,,https://img3m7.ddimg.cn/68/20/11125817177-1_b_1.jpg
Go 语言," Go语言学习指南 惯例模式与编程实践 (美)乔恩·博德纳 著 杨波,曾智,万学凡 译 程序设计（新）专业科技 新华书店正 ",2022-04-01,机械工业出版社,¥87.17,¥119.00,7.33折 ,,https://img3m2.ddimg.cn/24/22/11420442222-1_b_3.jpg
Go 语言, Go语言底层原理剖析+Go语言设计模式 2本 电子工业 ,2023-03-01,电子工业出版社,¥165.00,¥165.00,10折,,https://img3m4.ddimg.cn/53/17/11453974244-1_b_2.jpg
Go 语言, Go语言编程 CGO编程汇编语言用法 RPC Protobuf系统打造技术实战开发书籍 工业级环境的Web系统设计分布式 ,2022-12-19,人民邮电出版社,¥87.00,¥89.00,9.78折 ,,https://img3m0.ddimg.cn/64/23/11327599270-1_b_2.jpg
Go 语言, GO语言机器学习实战周轩逸 周轩逸（Xuanyi Chew）谭励 连晓峰机 ,2020-05-01,"机械工业出版社,机械工业",¥85.00,¥85.00,10折,,https://img3m6.ddimg.cn/10/15/11378477296-1_b_2.jpg
Go 语言, Go语言从入门到项目实践 超值版 余建熙Go语言实战Go语言编程入门教材书籍golang教程实战自学基础入门精通实践开发 ,2022-11-01,清华大学出版社,¥97.00,¥99.00,9.8折 ,,https://img3m4.ddimg.cn/43/17/11306358304-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 谢伟 核心知识应用 图表库 命令行工具 网络爬虫 GraphQL 面向接口编程 机械工业出版社 ,2021-06-01,机械工业出版社,¥94.09,¥188.02,5.01折 ,,https://img3m3.ddimg.cn/79/26/11379588343-1_b_2.jpg
Go 语言, Go语言入门经典 Go语言从入门到进阶实战Go语言编程入门教材书籍 golang教程实战自学基础入门精通实践开发 go语 ,2022-10-21,人民邮电出版社,¥53.00,¥59.00,8.99折 ,,https://img3m2.ddimg.cn/50/1/11263472402-1_b_1.jpg
Go 语言, Go语言底层原理剖析郑建勋Go语言编译时类型系统语法特性函数调用规范并发编程内存管理与垃圾回收运行状 Go语言编译,2022-03-16,电子工业出版社,¥81.00,¥99.00,8.19折 ,,https://img3m6.ddimg.cn/22/10/11195428486-1_b_1.jpg
Go 语言, Go语言编程 人民邮电出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2012-09-01,人民邮电出版社,¥37.70,¥49.00,7.7折 ,,https://img3m0.ddimg.cn/89/2/11177838530-1_b_1.jpg
Go 语言, Go语言设计与实现 左书祺著 核心编程零基础入门web开发计算机网络编程开发入门程序设计电脑教程教材书籍 ,2021-11-01,人民邮电出版社,¥130.71,¥147.80,8.85折 ,,https://img3m7.ddimg.cn/6/3/11146742547-1_b_1.jpg
Go 语言, 【正版】（平装）GO语言实战9787115445353人民邮电[美] 威廉·肯尼迪 ,,人民邮电出版社,¥55.97,¥78.83,7.11折 ,,https://img3m8.ddimg.cn/13/17/11367275548-1_b_1.jpg
Go 语言, Go语言编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语言实 ,,北岳文艺出版社,¥141.52,¥168.00,8.43折 ,,https://img3m8.ddimg.cn/17/4/11190988628-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 ,2021-07-01,机械工业,¥83.89,¥119.00,7.05折 ,,https://img3m5.ddimg.cn/16/1/11160416635-1_b_1.jpg
Go 语言, 【Go语言编程三剑客】GO语言实战+GO语言编程+GO web编程go语言入门到精通教程书籍 计算机编程入门程序设计电脑 ,2023-02-23,人民邮电出版社,¥188.00,¥376.00,5折 ,,https://img3m2.ddimg.cn/25/28/11398531642-1_b_2.jpg
Go 语言, 【出版社直供】Go语言编程之旅 一起用Go做项目 命令行应用 HTTP应用 RPC应用 WebSocket 应用 进程内 ,,电子工业出版社,¥125.92,¥127.18,9.91折 ,,https://img3m0.ddimg.cn/58/4/11338983670-1_b_1.jpg
Go 语言, Go语言定制指南 Go语言编程入门书籍golang教程实战自学基础入门实践开发 Go语言编程自学图书 Go语言实践编程书 ,2022-04-01,人民邮电出版社,¥80.00,¥80.00,10折,,https://img3m5.ddimg.cn/10/17/11346371695-1_b_2.jpg
Go 语言, Go语言编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典 Go语言实践编 ,2022-11-13,电子工业出版社,¥133.00,¥133.00,10折,,https://img3m4.ddimg.cn/26/26/11326640714-1_b_2.jpg
Go 语言, Go语言开发实战 慕课版 千锋教育 GO语言零基础初学入门教程 Go语言语法面向对象编程网络数据库并发编程 GO从入门到 ,2023-01-05,人民邮电出版社,¥80.00,¥109.00,7.34折 ,,https://img3m4.ddimg.cn/89/21/11389041764-1_b_2.jpg
Go 语言, Go语言极简一本通-零基础入门到项目实战 欢喜 电子工业出版社 店内满减，达额立减，可开发票，欢迎选购！【部分套装书为单本价，请咨询线上客服】,2021-04-01,电子工业出版社,¥41.50,¥84.00,4.95折 ,,https://img3m6.ddimg.cn/24/9/11348368836-1_b_1.jpg
Go 语言, Go语言底层原理剖析郑建勋Go语言编程入门教程Go语言实践编程 9787302517092 ,,清华大学出版社,¥95.00,¥98.00,9.7折 ,,https://img3m4.ddimg.cn/34/28/11428279864-1_b_1.jpg
Go 语言, Go语言学习笔记 Go语言实战指南 go语言编程入门教程 系统编程语言程序设计教材 go语言程序设计教程书籍 ,2020-10-23,电子工业出版社,¥88.88,¥89.00,9.99折 ,,https://img3m7.ddimg.cn/32/32/1762067867-1_b_1.jpg
Go 语言, Go语言区块链应用开发从入门到精通 北京大学出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2021-05-01,北京大学出版社,¥71.20,¥89.00,8折 ,（1）理论与实践相结合，每个理论都有对应的实践代码讲解，读者参考源码，完成实例，就可以看到实践效果。（2）每章都配备实训与问答。读者阅读后，能尽快巩固知识点，可以做到举一反三、学以致用。（3）内容知识体系系统、完备，可以快速帮助读者搭建区块链应用开发知识体系。（4）易学易懂，零基础读者只要能够理解一些编程上的关键术语就可以阅读本书。Go语言和Solidity是两门独立的开发语言，在本书中都进行了较为细致的讲解，便于读者由浅入深地学习。,https://img3m5.ddimg.cn/77/10/646129715-1_b_4.jpg
Go 语言, Go语言入门经典 Go语言从入门到进阶实战Go语言编程入门教材书籍 golang教程实战自学基础入门精通实践开发 go语 ,2020-02-29,人民邮电出版社,¥39.80,¥59.41,6.7折 ,,https://img3m2.ddimg.cn/65/20/1590659102-1_b_1.jpg
Go 语言, Go语言编程之旅(一起用Go做项目) ,2020-06-01,电子工业,¥75.73,¥108.00,7.02折 ,,https://img3m7.ddimg.cn/36/1/1674500787-1_b_1.jpg
Go 语言, Go语言极简一本通：零基础入门到项目实战 ,2021-03-01,电子工业,¥69.79,¥99.00,7.05折 ,,https://img3m7.ddimg.cn/6/13/647561877-1_b_1.jpg
Go 语言, Go语言高级编程【放心购买 闪电发货】 【正版图书 质量保证 下单速发 可开发票】,2019-07-01,人民邮电出版社,¥23.97,¥166.76,1.44折 ,,https://img3m6.ddimg.cn/16/22/645151336-1_b_5.jpg
Go 语言, Go语言趣学指南 ,2020-04-01,人民邮电,¥48.65,¥69.00,7.06折 ,,https://img3m8.ddimg.cn/38/30/1604655398-1_b_1.jpg
Go 语言, Go语言设计与实现左书祺人民邮电出版社 ,2021-11-01,人民邮电出版社,¥154.80,¥164.48,9.42折 ,,https://img3m1.ddimg.cn/91/1/11273039011-1_b_1.jpg
Go 语言, Go语言学习笔记 ,2016-07-01,不详,¥96.81,¥178.00,5.44折 ,,https://img3m9.ddimg.cn/74/14/11139733019-1_b_1.jpg
Go 语言, Go语言编程9787115290366 正版新书希望阶梯图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2011-03-01,人民邮电出版社,¥35.80,¥49.00,7.31折 ,,https://img3m1.ddimg.cn/52/7/11402239021-1_b_1.jpg
Go 语言, GO语言编程从入门到实践+Go语言入门经典+精通Go语言 第2版 共3册 黄永祥 等著 清华大学出版社 ,2022-06-01,清华大学出版社,¥293.00,¥366.00,8.01折 ,,https://img3m5.ddimg.cn/85/14/11318279035-1_b_1.jpg
Go 语言, Go语言高级编程ry 618正品图书限时直降！6.13-6.20全场叠加满49-5，99-10，149-15！,2019-07-01,人民邮电出版社,¥62.30,¥89.00,7折 ,关联推荐 一本能满足Gopher好奇心的Go语言进阶读物，汇集了作者多年来学习和使用Go语言的经验，更倾向于描述实现细节，极大地满足*发者的探索欲望,https://img3m6.ddimg.cn/10/35/11122586056-1_b_1.jpg
Go 语言, Go语言高级编程 Go语言编程入门书籍 golang教程实战自学基础入门精通实践开发 Go语言从入门到进阶实战 go语言 ,,人民邮电出版社,¥62.00,¥89.00,6.97折 ,,https://img3m8.ddimg.cn/95/20/11047681058-1_b_1.jpg
Go 语言, Go语言高级编程 柴树杉 人民邮电出版社 9787115510365 ,2019-07-01,人民邮电出版社,¥29.00,¥29.00,10折,,https://img3m5.ddimg.cn/17/17/11415505085-1_b_1.jpg
Go 语言, Go语言趣学指南 ,2020-04-01,人民邮电,¥48.65,¥69.00,7.06折 ,,https://img3m5.ddimg.cn/15/6/11177389095-1_b_1.jpg
Go 语言, Go语言学习笔记 ,2016-07-01,电子工业,¥62.75,¥89.00,7.06折 ,,https://img3m0.ddimg.cn/94/16/11132984110-1_b_1.jpg
Go 语言, Go语言定制指南 柴树杉 Go语言编程入门书籍golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 G ,2022-04-01,人民邮电出版社,¥74.91,¥79.90,9.38折 ,,https://img3m6.ddimg.cn/19/8/11161773136-1_b_1.jpg
Go 语言, Go语言从入门到精通【达额立减】 ,2021-02-01,人民邮电,¥71.20,¥143.40,4.97折 ,,https://img3m7.ddimg.cn/70/20/11379970177-1_b_1.jpg
Go 语言, Go语言从入门到精通 9787115520760 ,2021-02-01,人民邮电出版社,¥65.00,¥65.00,10折,Product Details 基本信息 ISBN-13 书号 9787115520760 Format 版本 平装-胶订 Pages Number 页数 416页 Publisher 出版社 人民邮电出版社 Publication Date 出版日期 2021-02-01 Product Dimensions 商品尺寸 16开 Language 语种 其它（含多语） Book Contents 内容简介 本书主要内容包括Go语言简介、安装与开发环境搭建、Go语言编程基础、面向对象编程在Go语言中的实现、用Go语言进行数学与科学计算、字符串处理、正则表达式处理、文件处理、数据格式分析与转换、并发编程、数据库开发、网络服务开发、图形图像处理、图形界面开发、反射机制、Go语言的功能与性能测试体系、Go语言与其他语言互通等。 书中内容的编排充分考虑了循序渐进学习Go语言的需要，精心设计了学习路径，由浅入深安排了大量与实际应用紧密结合的实例代码进行讲解，并穿,https://img3m9.ddimg.cn/75/34/11333921619-1_b_1.jpg
Go 语言, Go语言高 级开发与实战 廖显东 数组 切片 迭代处理数组 编程技巧 分布式系统 复杂案例 实用教程 无 机械工业出版社 ,2022-01-01,机械工业出版社,¥83.30,¥119.00,7折 ,,https://img3m6.ddimg.cn/62/22/11204621666-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 9787111684565 ,2021-08-01,机械工业出版社,¥89.00,¥89.00,10折,Product Details 基本信息 ISBN-13 书号 9787111684565 Format 版本 平装-胶订 Pages Number 页数 460页 Publisher 出版社 机械工业出版社 Publication Date 出版日期 2021-08-01 Product Dimensions 商品尺寸 16开 Language 语种 其它（含多语） Book Contents 内容简介 本书是学习Go语言项目开发的指南。全书共13章，前4章介绍Go语言的特性，接下来的8章针对不同的应用场景介绍如何进行功能的开发，内容包括图表库、单元测试、网络爬虫程序、私有库、RESTfui风格的Web开发、面向接口编程等，*一意介绍Go开发的路线。本书推崇以实例的方式来学习编程，给出了相对完整的项目开发过程，并对具体的应用进行了较为详细的说明，以便帮助读者快速上手项目开发工作。本书既适合初学者学习，也适合有一定Go语言基础的读者参考。,https://img3m2.ddimg.cn/14/34/11250089942-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战（视频教学版） 徐波机械工业出版社 无 9787111598244 ,,机械工业出版社,¥69.30,¥99.00,7折 ,,https://img3m6.ddimg.cn/50/19/11204378906-1_b_1.jpg
Go 语言, Go语言高级开发与实战 高级进阶 重点解析Go语言高级开发知识 源码再用 随书源码可直接二次开发进行实战部署 97871 出版社直发速发书籍 100%正版保证,2022-01-01,机械工业出版社,¥83.30,¥119.00,7折 ,,https://img3m6.ddimg.cn/24/24/11057292996-1_b_1.jpg
Go 语言, Go语言编程之旅 一起用Go做项目 命令行应用 HTTP应用 RPC应用 WebSocket 应用 进程内缓存和 Go语 出版社直发书籍100%正版 提供正规发票，下单填写正确开票信息即可,,电子工业出版社,¥81.00,¥108.00,7.5折 ,,https://img3m6.ddimg.cn/97/8/11306607046-1_b_1.jpg
Go 语言, GO语言机器学习实战 助力GO语言全面应用 go Go语言 机器学习 人工智能 贝叶斯 分类器 聚类 神经网络 卷积 人 100%正版保证 ，提供正规发票，下单填写正确开票信息即可,2022-12-01,机械工业出版社,¥55.30,¥79.00,7折 ,,https://img3m6.ddimg.cn/88/13/11330189926-1_b_1.jpg
Go 语言, Go语言底层原理剖析 Go语言编译时类型系统语法函数调用规范并发编程内存管理与垃圾回收运行状态监控技术书籍 郑建勋 电子 出版社直发书籍100%正版 提供正规发票，下单填写正确开票信息即可,,电子工业出版社,¥74.00,¥99.00,7.48折 ,,https://img3m6.ddimg.cn/72/32/11306562966-1_b_1.jpg
Go 语言, Go语言*编程 9787115510365 ,2019-07-01,人民邮电出版社,¥47.00,¥47.00,10折,"Product Details 基本信息 ISBN-13 书号 9787115510365 Author 作者 柴树杉,曹春晖 Format 版本 平装-胶订 Pages Number 页数 366页 Publisher 出版社 人民邮电出版社 Publication Date 出版日期 2019-07-01 Product Dimensions 商品尺寸 16开 Language 语种 其它（含多语） Book Contents 内容简介 本书从实践出发讲解Go语言的进阶知识。本书共6章，第1章简单回顾Go语言的发展历史；第2章和第3章系统地介绍CGO编程和Go汇编语言的用法；第4章对RPC和Protobuf技术进行深入介绍，并讲述如何打造一个自己的RPC系统；第5章介绍工业级环境的Web系统的设计和相关技术；第6章介绍Go语言在分布式领域的一些编程技术。书中还涉及CGO和汇编方面的知识，其中CGO能够帮助读者继承的软件遗产，而在深入学习Go运行时，汇编对于理解各种语法设计的底层实现是必不可少",https://img3m9.ddimg.cn/74/12/11334010619-1_b_1.jpg
Go 语言, Go语言核心编程 9787121349119 ,2018-09-01,电子工业出版社,¥56.00,¥56.00,10折,Product Details 基本信息 ISBN-13 书号 9787121349119 Author 作者 李文塔 Format 版本 平装-胶订 Pages Number 页数 266页 Publisher 出版社 电子工业出版社 Publication Date 出版日期 2018-09-01 Product Dimensions 商品尺寸 16开 Language 语种 其它（含多语） Book Contents 内容简介 本书主要分三个方面介绍Go语言：Go语言精华――并发和小而美的类型系统；Go语言缺陷；Go语言的哲学。本书重点介绍Go语言的实践和并发编程范式，力求让读者不但清楚并发的基本语法和原理，还学会怎么去使用。本书对Go语言规范中的命名类型、非命名类型，底层类型，动态类型等概念进行阐述，让*对Go的类型系统有全面的了解；同时，接口是Go类型系统很核心的一个元素，本书中也会花大量的笔墨进行介绍。Go虽然设计得小而美，但语言并不是*的，有些陷阱和,https://img3m9.ddimg.cn/24/22/11333845239-1_b_1.jpg
